AncientComponent1,AncientComponent2,AncientComponent3,AncientComponent4,AncientComponent5,ModernComponent1,ModernComponent2,ModernComponent3,DateBP,Sample ID,Country
1.00E-05,0.030983,0.006489,0.001189,1.00E-05,0.001572,0.076273,0.883474,10,NA18534,CHB
0.001054,0.033523,0.012438,0.002199,1.00E-05,0.002476,0.077354,0.870945,10,NA18535,CHB
1.00E-05,0.033553,0.018322,0.002636,1.00E-05,0.001878,0.072525,0.871066,10,NA18538,CHB
0.000771,0.019661,0.014253,0.004697,1.00E-05,0.002413,0.07853,0.879664,10,NA18541,CHB
0.001487,0.030551,0.008065,0.004835,1.00E-05,0.00164,0.070704,0.882708,10,NA18544,CHB
1.00E-05,0.025697,0.014199,1.00E-05,1.00E-05,0.004057,0.065356,0.890662,10,NA18545,CHB
1.00E-05,0.025495,0.008961,0.00544,1.00E-05,0.001898,0.074833,0.883352,10,NA18558,CHB
1.00E-05,0.027161,0.023311,0.005909,1.00E-05,0.006675,0.100945,0.835978,10,NA18606,CHB
0.003696,0.037307,0.021679,0.006455,1.00E-05,0.006405,0.095297,0.829151,10,NA18629,CHB
1.00E-05,0.037095,0.019441,0.006518,1.00E-05,0.009222,0.093212,0.834493,10,NA18748,CHB
1.00E-05,0.035113,0.028936,0.01,1.00E-05,0.006715,0.091881,0.827336,10,HG00556,CHS
0.001299,0.041541,0.015801,0.007952,1.00E-05,0.010113,0.096107,0.827177,10,HG00628,CHS
0.003573,0.036663,0.022828,0.005994,0.002077,0.010952,0.096759,0.821153,10,HG00683,CHS
0.002737,0.038469,0.01853,0.008354,1.00E-05,0.009731,0.09787,0.824298,10,HG00698,CHS
0.001987,0.031754,0.025259,0.013643,0.001763,0.006909,0.088261,0.830424,10,HG00729,CHS
1.00E-05,0.026148,0.012109,0.00555,1.00E-05,0.00112,0.067738,0.887313,10,NA18543,CHB
1.00E-05,0.039253,0.023552,0.007188,1.00E-05,0.0078,0.099191,0.822995,10,NA18639,CHB
1.00E-05,0.039078,0.028005,0.003219,1.00E-05,0.007107,0.096495,0.826075,10,NA18745,CHB
0.001329,0.037236,0.022602,0.01093,1.00E-05,0.006264,0.097085,0.824544,10,NA18757,CHB
0.002458,0.037441,0.024308,0.007274,1.00E-05,0.008841,0.095332,0.824336,10,HG00530,CHS
0.00107,0.044213,0.016569,0.006243,1.00E-05,0.008388,0.090552,0.832955,10,HG00543,CHS
1.00E-05,0.040101,0.01447,0.004251,1.00E-05,0.00989,0.106853,0.824415,10,HG00704,CHS
0.000754,0.036405,0.025965,0.010937,1.00E-05,0.007727,0.083651,0.834551,10,NA18633,CHB
0.003187,0.038473,0.021603,0.010492,1.00E-05,0.008523,0.086321,0.83139,10,HG00464,CHS
0.002722,0.031196,0.023299,0.012528,1.00E-05,0.014335,0.097012,0.818899,10,HG00622,CHS
0.001563,0.037322,0.01783,0.011067,1.00E-05,0.00836,0.100826,0.823022,10,NA18567,CHB
0.004376,0.044303,0.030838,0.014068,1.00E-05,0.009364,0.091978,0.805063,10,HG01868,KHV
0.002545,0.044078,0.038091,0.013899,1.00E-05,0.013375,0.088507,0.799494,10,HG02353,CDX
0.001716,0.05026,0.022998,0.015267,1.00E-05,0.010883,0.091003,0.807864,10,HG02392,CDX
0.00052,0.042555,0.018446,0.007601,1.00E-05,0.008012,0.082907,0.83995,10,HG00593,CHS
0.000233,0.036473,0.025173,0.012098,1.00E-05,0.00916,0.0944,0.822454,10,HG00675,CHS
0.000838,0.034886,0.030853,0.009614,1.00E-05,0.00849,0.093926,0.821383,10,NA18573,CHB
0.175312,0.029542,0.018715,0.009978,0.006,0.012084,0.725193,0.023175,10,NA20502,TSI
1.00E-05,0.044305,0.033284,0.013354,1.00E-05,0.012301,0.090853,0.805883,10,HG01860,KHV
0.001441,0.045504,0.027048,0.012737,1.00E-05,0.011515,0.093674,0.80807,10,HG02152,CDX
0.001456,0.04848,0.039548,0.007062,1.00E-05,0.013215,0.091777,0.798452,10,HG02179,CDX
0.083457,0.067443,0.006795,0.047106,0.008451,0.003025,0.765171,0.018552,10,HG00122,GBR
0.002962,0.046375,0.029112,0.010222,1.00E-05,0.012263,0.091732,0.807324,10,HG02360,CDX
1.00E-05,0.04342,0.026656,0.015187,1.00E-05,0.007517,0.092768,0.814432,10,NA19091,JPT
0.007932,0.044202,0.031045,0.011257,1.00E-05,0.00888,0.091237,0.805437,10,HG01843,KHV
0.00275,0.050853,0.033669,0.015796,1.00E-05,0.011356,0.086578,0.798988,10,HG02134,KHV
0.009865,0.049485,0.028865,0.013208,1.00E-05,0.010952,0.091474,0.796141,10,HG02136,KHV
0.001753,0.036267,0.024928,0.014899,1.00E-05,0.007449,0.077297,0.837397,10,HG00557,CHS
0.002739,0.037258,0.023857,0.010927,0.001402,0.00662,0.078349,0.838848,10,HG00634,CHS
0.001098,0.033121,0.022744,0.010042,1.00E-05,0.009632,0.104542,0.81881,10,HG01794,CDX
1.00E-05,0.063315,0.024029,0.006827,1.00E-05,0.013313,0.092333,0.800161,10,HG02401,CDX
0.002807,0.0353,0.017483,0.002551,0.003078,0.006465,0.111351,0.820965,10,NA18635,CHB
1.00E-05,0.031203,0.023216,0.011851,1.00E-05,0.010761,0.106116,0.816833,10,NA18941,JPT
0.002432,0.047293,0.024891,0.00714,1.00E-05,0.010734,0.098025,0.809475,10,NA18951,JPT
1.00E-05,0.042603,0.031341,0.002985,1.00E-05,0.009611,0.099531,0.813909,10,NA18962,JPT
0.001932,0.045578,0.026945,0.011194,1.00E-05,0.012402,0.09394,0.808,10,NA18964,JPT
1.00E-05,0.029873,0.021976,0.00951,1.00E-05,0.015197,0.107777,0.815647,10,NA18968,JPT
0.001791,0.04474,0.028282,0.004265,1.00E-05,0.010498,0.098399,0.812014,10,NA18984,JPT
0.000666,0.037871,0.026576,0.001034,0.003996,0.013548,0.101236,0.815074,10,NA18994,JPT
0.001729,0.049621,0.022077,0.010168,1.00E-05,0.010296,0.09698,0.809118,10,NA18998,JPT
0.00326,0.022124,0.024561,0.013846,1.00E-05,0.010248,0.11392,0.81203,10,NA19006,JPT
1.00E-05,0.047568,0.02619,0.00407,1.00E-05,0.009396,0.100702,0.812054,10,NA19007,JPT
0.002587,0.049173,0.020514,0.0156,1.00E-05,0.012415,0.089818,0.809883,10,NA19010,JPT
1.00E-05,0.036267,0.020418,0.005925,1.00E-05,0.010401,0.110361,0.816607,10,NA19055,JPT
0.002983,0.051125,0.025616,0.011108,1.00E-05,0.012587,0.095127,0.801445,10,NA19056,JPT
1.00E-05,0.02854,0.023283,0.007004,0.002123,0.009015,0.115709,0.814315,10,NA19065,JPT
1.00E-05,0.044165,0.040765,0.014112,1.00E-05,0.010388,0.08834,0.80221,10,HG01840,KHV
0.001352,0.026378,0.03443,0.012157,1.00E-05,0.011266,0.103898,0.810509,10,HG01863,KHV
0.001086,0.055344,0.031547,0.004818,1.00E-05,0.011734,0.095254,0.800206,10,HG01874,KHV
0.001477,0.049081,0.033019,0.011026,1.00E-05,0.012177,0.093772,0.799438,10,HG02019,KHV
0.001195,0.036572,0.032319,0.003055,0.001201,0.009828,0.092365,0.823465,10,HG02029,KHV
0.006552,0.051707,0.027551,0.012096,1.00E-05,0.013845,0.090999,0.79724,10,HG02049,KHV
0.004286,0.052085,0.030186,0.009486,1.00E-05,0.010053,0.095615,0.79828,10,HG02075,KHV
0.003707,0.047103,0.037494,0.010822,1.00E-05,0.012022,0.090738,0.798103,10,HG02116,KHV
0.001119,0.041459,0.034046,0.011203,1.00E-05,0.012926,0.093024,0.806214,10,HG02127,KHV
0.001592,0.053565,0.03687,0.006244,1.00E-05,0.014604,0.091491,0.795625,10,HG02128,KHV
0.004553,0.054523,0.030574,0.009606,0.000402,0.009883,0.094684,0.795773,10,HG02522,KHV
0.001951,0.042801,0.030366,0.001032,1.00E-05,0.012382,0.104857,0.806601,10,HG00759,CDX
1.00E-05,0.030609,0.034585,0.012486,1.00E-05,0.010536,0.101039,0.810724,10,HG00867,CDX
1.00E-05,0.033241,0.029369,0.011014,1.00E-05,0.013228,0.103236,0.809892,10,HG00881,CDX
0.001372,0.035376,0.035374,0.009785,1.00E-05,0.013486,0.094378,0.810218,10,HG00978,CDX
0.005047,0.034092,0.026496,0.007047,1.00E-05,0.010885,0.111252,0.80517,10,HG01029,CDX
1.00E-05,0.038129,0.031932,0.012216,0.002264,0.011059,0.099218,0.805173,10,HG01801,CDX
0.001277,0.041845,0.030146,0.004402,1.00E-05,0.015287,0.097316,0.809717,10,HG01802,CDX
0.002529,0.030444,0.023345,0.017218,1.00E-05,0.010371,0.109981,0.806101,10,HG01807,CDX
0.001301,0.035944,0.030185,0.011233,1.00E-05,0.014728,0.095244,0.811354,10,HG01817,CDX
0.001124,0.040592,0.031726,0.01053,1.00E-05,0.0127,0.102164,0.801155,10,HG02164,CDX
0.004644,0.039319,0.033685,0.0192,1.00E-05,0.012531,0.087094,0.803517,10,HG02181,CDX
1.00E-05,0.034012,0.030847,0.011514,1.00E-05,0.011297,0.098,0.81431,10,HG02184,CDX
1.00E-05,0.035477,0.020528,0.010864,1.00E-05,0.011584,0.109867,0.81166,10,HG02250,CDX
0.002823,0.031852,0.026444,0.010423,0.005789,0.010296,0.099524,0.81285,10,HG02355,CDX
0.003818,0.049308,0.027772,0.009941,1.00E-05,0.016076,0.08393,0.809145,10,HG02373,CDX
0.005178,0.048026,0.03003,0.004783,1.00E-05,0.011995,0.09409,0.805889,10,HG02379,CDX
0.002881,0.046911,0.023237,0.003876,1.00E-05,0.011753,0.098565,0.812766,10,HG02382,CDX
0.004224,0.032892,0.023807,0.015326,1.00E-05,0.01202,0.106541,0.80518,10,HG02385,CDX
1.20E-05,0.040456,0.024632,0.003389,1.00E-05,0.011258,0.105822,0.81442,10,HG02395,CDX
0.002309,0.035456,0.029821,0.007322,1.00E-05,0.007962,0.104195,0.812925,10,HG02396,CDX
0.004099,0.030521,0.03756,0.019241,1.00E-05,0.010931,0.092603,0.805035,10,HG02397,CDX
1.00E-05,0.029183,0.029214,0.018204,0.002987,0.010151,0.099386,0.810866,10,HG02402,CDX
0.003156,0.026715,0.035612,0.010221,0.00166,0.010462,0.106552,0.805622,10,HG02406,CDX
1.00E-05,0.04222,0.030114,0.010653,1.00E-05,0.009871,0.10381,0.803312,10,HG02408,CDX
1.00E-05,0.037449,0.022011,0.001092,0.006279,0.008071,0.114334,0.810754,10,NA18561,CHB
1.00E-05,0.040911,0.014063,0.008103,1.00E-05,0.008588,0.111361,0.816953,10,NA18613,CHB
0.000848,0.041733,0.020932,0.005055,1.00E-05,0.009982,0.111479,0.809962,10,NA18944,JPT
0.067867,0.025895,0.01134,0.028094,0.005856,0.008651,0.795384,0.056914,10,HG00181,FIN
0.002653,0.034653,0.028905,0.002962,1.00E-05,0.012257,0.105072,0.813488,10,NA18947,JPT
0.00148,0.03318,0.02816,0.003599,0.000664,0.011212,0.108133,0.813573,10,NA18950,JPT
1.00E-05,0.041086,0.021912,0.01091,0.005781,0.008728,0.095909,0.815664,10,NA18954,JPT
0.001716,0.03585,0.025634,0.005916,0.001153,0.009196,0.106817,0.813718,10,NA18961,JPT
0.001676,0.036521,0.028319,0.009705,1.00E-05,0.010657,0.097037,0.816075,10,NA18963,JPT
0.00111,0.041579,0.014437,0.002674,1.00E-05,0.012528,0.113579,0.814084,10,NA18965,JPT
1.00E-05,0.038913,0.028811,0.015292,1.00E-05,0.010458,0.095053,0.811453,10,NA18966,JPT
0.001155,0.042177,0.025277,0.010043,1.00E-05,0.010085,0.098531,0.812723,10,NA18971,JPT
0.003527,0.041057,0.03016,0.009001,1.00E-05,0.009383,0.102759,0.804103,10,NA18977,JPT
0.001536,0.035327,0.023987,0.009715,1.00E-05,0.008692,0.110849,0.809884,10,NA18981,JPT
1.00E-05,0.047059,0.029672,0.000707,1.00E-05,0.007857,0.10975,0.804935,10,NA18987,JPT
1.00E-05,0.046491,0.02814,0.009197,1.00E-05,0.010542,0.095421,0.81019,10,NA18989,JPT
0.002519,0.048541,0.025608,0.002925,1.00E-05,0.009633,0.099321,0.811443,10,NA18993,JPT
0.001293,0.034229,0.030591,0.00893,1.00E-05,0.009207,0.098559,0.817181,10,NA19004,JPT
0.182963,0.03669,0.003568,0.002563,0.003938,0.014957,0.719184,0.036139,10,NA20506,TSI
0.085387,0.053101,0.009781,0.048426,0.010848,0.003885,0.771254,0.017318,10,HG00103,GBR
1.00E-05,0.031793,0.027767,0.010889,1.00E-05,0.008913,0.11368,0.806938,10,NA19012,JPT
0.184082,0.032948,0.020852,1.00E-05,1.00E-05,0.015756,0.719472,0.026871,10,NA20529,TSI
1.00E-05,0.051648,0.031045,0.011351,1.00E-05,0.010741,0.089773,0.805421,10,NA19057,JPT
0.001255,0.033893,0.020024,0.007664,1.00E-05,0.011064,0.121045,0.805045,10,NA19062,JPT
0.00219,0.039227,0.027101,0.001641,1.00E-05,0.007657,0.104282,0.817891,10,NA19080,JPT
0.179081,0.02059,0.00633,0.0048,0.006937,0.016838,0.738997,0.026426,10,NA20509,TSI
1.00E-05,0.041561,0.019927,0.003793,1.00E-05,0.011546,0.114597,0.808557,10,NA19085,JPT
0.001517,0.038358,0.020903,0.007927,1.00E-05,0.010157,0.108114,0.813013,10,NA19087,JPT
0.017256,0.046581,0.003426,0.05628,1.00E-05,0.002495,0.795669,0.078283,10,HG00177,FIN
0.184793,0.036161,0.005217,0.010338,0.002344,0.016217,0.72184,0.02309,10,NA20510,TSI
0.169615,0.011114,0.018279,0.00731,0.005004,0.01624,0.734235,0.038204,10,NA20528,TSI
0.033957,0.044365,0.005174,0.049918,0.011183,0.002371,0.788939,0.064093,10,HG00190,FIN
0.002445,0.028158,0.031431,0.011227,1.00E-05,0.012489,0.103745,0.810495,10,HG01595,KHV
0.001296,0.0551,0.027397,0.013349,1.00E-05,0.012497,0.087862,0.80249,10,HG01597,KHV
0.001688,0.043459,0.034516,0.001339,0.002077,0.010442,0.105911,0.800567,10,HG01599,KHV
0.00295,0.04622,0.028924,0.007118,1.00E-05,0.01463,0.090972,0.809176,10,HG01600,KHV
0.001575,0.046797,0.025227,0.007175,1.00E-05,0.013682,0.110265,0.79527,10,HG01852,KHV
0.003869,0.053684,0.031706,0.003691,0.003153,0.010036,0.097016,0.796844,10,HG01872,KHV
0.001319,0.049424,0.029433,0.013451,1.00E-05,0.015094,0.09308,0.798188,10,HG02040,KHV
0.005155,0.047092,0.025633,0.013132,1.00E-05,0.011981,0.095973,0.801024,10,HG02047,KHV
1.00E-05,0.041355,0.03428,0.011776,1.00E-05,0.010901,0.106119,0.795549,10,HG02048,KHV
1.00E-05,0.052563,0.027274,0.012968,1.00E-05,0.013631,0.097827,0.795717,10,HG02061,KHV
0.090734,0.046266,1.00E-05,0.038774,0.022319,0.005478,0.783923,0.012497,10,HG00126,GBR
0.005187,0.044234,0.025906,0.003003,0.007348,0.012507,0.108885,0.792931,10,HG02072,KHV
0.003129,0.042577,0.026068,0.008737,0.002551,0.01493,0.093404,0.808604,10,HG02082,KHV
0.00081,0.036466,0.025834,0.008893,1.00E-05,0.012115,0.114581,0.801291,10,HG02138,KHV
0.004915,0.045644,0.020133,0.012056,0.002848,0.010555,0.107478,0.79637,10,HG02139,KHV
0.028161,0.026795,0.002692,0.055282,1.00E-05,0.001401,0.812516,0.073142,10,HG00267,FIN
0.182764,0.021854,0.010973,0.000364,0.018131,0.012454,0.724455,0.029006,10,NA20532,TSI
1.00E-05,0.02788,0.029536,0.00615,0.004973,0.011412,0.116065,0.803973,10,HG02140,KHV
1.00E-05,0.052217,0.033956,0.001878,1.00E-05,0.012228,0.097749,0.801951,10,HG02141,KHV
0.04386,0.027779,0.001212,0.058083,0.007738,0.002904,0.808154,0.05027,10,HG00174,FIN
0.003222,0.04207,0.02863,0.01096,1.00E-05,0.011334,0.098723,0.805051,10,HG00766,CDX
0.027072,0.04418,0.008838,0.043747,0.014269,0.000999,0.808167,0.052729,10,HG00268,FIN
0.032458,0.026731,1.00E-05,0.058385,1.00E-05,0.003418,0.813875,0.065114,10,HG00273,FIN
0.001082,0.040579,0.028268,0.013109,1.00E-05,0.01194,0.098368,0.806645,10,HG00844,CDX
0.065037,0.068114,0.005204,0.044496,0.003021,0.003353,0.793517,0.017256,10,HG00106,GBR
0.001122,0.03942,0.026892,0.013194,1.00E-05,0.013271,0.092563,0.813528,10,HG00851,CDX
0.021242,0.032607,0.007013,0.04567,0.002875,0.002034,0.822606,0.065953,10,HG00276,FIN
0.001741,0.048752,0.026387,0.005977,1.00E-05,0.013452,0.103245,0.800437,10,HG00864,CDX
0.019859,0.029388,1.00E-05,0.046669,0.004812,0.00244,0.818017,0.078804,10,HG00179,FIN
0.084,0.047315,0.005257,0.045205,0.007477,0.004826,0.788709,0.017211,10,HG00119,GBR
0.002535,0.040194,0.03251,0.006724,1.00E-05,0.010258,0.104495,0.803274,10,HG00956,CDX
0.01936,0.033486,1.00E-05,0.058228,0.005034,0.002147,0.805483,0.076252,10,HG00180,FIN
1.00E-05,0.038195,0.031767,0.005381,1.00E-05,0.012868,0.102225,0.809544,10,HG01028,CDX
1.00E-05,0.032923,0.030551,0.015996,1.00E-05,0.00948,0.103437,0.807592,10,HG01031,CDX
0.003898,0.036352,0.032443,0.013796,1.00E-05,0.011423,0.099707,0.802371,10,HG01795,CDX
1.00E-05,0.043115,0.030653,0.011934,1.00E-05,0.011161,0.10019,0.802928,10,HG01797,CDX
0.004477,0.041935,0.019825,0.009232,1.00E-05,0.007902,0.096099,0.82052,10,HG01798,CDX
0.002157,0.040958,0.022402,0.021292,1.00E-05,0.011397,0.097355,0.804429,10,HG01804,CDX
0.178051,0.022068,0.010984,0.020184,0.006623,0.017993,0.724447,0.019649,10,NA20505,TSI
0.190663,0.038388,0.006641,0.008702,0.006702,0.011832,0.713606,0.023465,10,NA20507,TSI
0.004408,0.052485,0.028204,0.010237,1.00E-05,0.009521,0.084846,0.810289,10,HG01806,CDX
0.025723,0.035281,0.000802,0.062868,0.002553,0.002328,0.818662,0.051783,10,HG00275,FIN
0.060787,0.054301,0.007751,0.044455,0.013326,0.004479,0.792873,0.022029,10,HG00125,GBR
0.003878,0.044389,0.02274,0.005066,1.00E-05,0.009581,0.105823,0.808513,10,HG01808,CDX
0.001153,0.046197,0.029358,0.00969,1.00E-05,0.009958,0.097277,0.806356,10,HG01809,CDX
0.003003,0.040143,0.024157,0.016507,1.00E-05,0.01291,0.103566,0.799705,10,HG01810,CDX
0.005784,0.039549,0.025176,0.006041,1.00E-05,0.014736,0.10202,0.806684,10,HG01811,CDX
0.180524,0.020755,0.015433,0.010237,0.007687,0.015385,0.721162,0.028817,10,NA20522,TSI
0.074514,0.049606,0.00675,0.043622,0.01518,0.004707,0.790116,0.015505,10,HG00110,GBR
0.001435,0.03175,0.03177,0.017287,1.00E-05,0.012949,0.098063,0.806736,10,HG01813,CDX
0.0034,0.042038,0.033477,0.017229,1.00E-05,0.011724,0.092566,0.799557,10,HG01815,CDX
0.001665,0.04373,0.036668,0.016187,1.00E-05,0.011003,0.086596,0.804142,10,HG01816,CDX
0.001699,0.040929,0.035914,0.013556,1.00E-05,0.01233,0.100372,0.79519,10,HG02151,CDX
1.00E-05,0.044233,0.032509,0.011143,0.006884,0.012847,0.094472,0.7979,10,HG02153,CDX
1.00E-05,0.035798,0.027948,0.012655,1.00E-05,0.010796,0.099273,0.81351,10,HG02155,CDX
1.00E-05,0.035172,0.02956,0.015745,1.00E-05,0.00949,0.096511,0.813502,10,HG02156,CDX
0.001129,0.034192,0.027056,0.013222,1.00E-05,0.012626,0.108679,0.803085,10,HG02165,CDX
0.000951,0.037515,0.031781,0.008848,1.00E-05,0.01132,0.103535,0.806041,10,HG02178,CDX
0.001143,0.036431,0.023355,0.015488,1.00E-05,0.013932,0.102467,0.807174,10,HG02185,CDX
0.061401,0.062561,0.006656,0.032698,0.009087,0.006644,0.813287,0.007666,10,HG00108,GBR
0.002474,0.040508,0.033789,0.005592,1.00E-05,0.011735,0.097765,0.808127,10,HG02186,CDX
0.073338,0.054021,0.007543,0.036644,0.018672,0.002826,0.795046,0.011909,10,HG00123,GBR
0.074709,0.068276,0.007847,0.071205,0.017433,0.007203,0.707011,0.046316,10,HG00344,FIN
0.003727,0.049858,0.029637,0.014344,1.00E-05,0.010055,0.087851,0.804519,10,HG02187,CDX
0.003558,0.037786,0.028005,0.0074,1.00E-05,0.014628,0.102446,0.806168,10,HG02190,CDX
1.00E-05,0.047848,0.027436,0.015218,1.00E-05,0.014882,0.099389,0.795206,10,HG02351,CDX
0.008697,0.027867,0.008824,0.055941,0.007355,0.002481,0.818418,0.070417,10,HG00278,FIN
0.067761,0.05438,0.005733,0.046491,1.00E-05,0.004518,0.804031,0.017076,10,HG00114,GBR
0.105006,0.116446,0.02611,0.06927,1.00E-05,0.004547,0.655441,0.023171,10,HG00141,GBR
0.002634,0.039985,0.021824,0.0057,1.00E-05,0.01176,0.109476,0.808611,10,HG02356,CDX
0.001186,0.031709,0.032897,0.019811,1.00E-05,0.01462,0.095534,0.804233,10,HG02364,CDX
0.176563,0.072917,0.02807,0.034181,0.003236,0.014991,0.630818,0.039224,10,NA20819,TSI
0.001337,0.03808,0.025946,0.010782,1.00E-05,0.012554,0.103579,0.807713,10,HG02367,CDX
0.012228,0.023714,0.004981,0.058661,0.008547,0.001973,0.820301,0.069595,10,HG00186,FIN
1.00E-05,0.038675,0.032159,0.017001,1.00E-05,0.009574,0.097585,0.804986,10,HG02374,CDX
0.001601,0.0386,0.02491,0.010724,1.00E-05,0.012838,0.098376,0.812941,10,HG02380,CDX
0.001041,0.03975,0.031152,0.015355,1.00E-05,0.010471,0.098532,0.803689,10,HG02383,CDX
0.00258,0.03945,0.032472,0.00786,1.00E-05,0.012097,0.09833,0.807202,10,HG02384,CDX
1.40E-05,0.036048,0.032154,0.013285,1.00E-05,0.011595,0.109853,0.797041,10,HG02386,CDX
0.001403,0.041109,0.029524,0.011465,1.00E-05,0.01077,0.098213,0.807505,10,HG02390,CDX
0.014808,0.033366,0.001931,0.062903,0.01043,0.003975,0.815919,0.056669,10,HG00269,FIN
0.002819,0.041763,0.023465,0.004001,1.00E-05,0.010347,0.111739,0.805856,10,HG02391,CDX
0.002094,0.037165,0.032177,0.006134,1.00E-05,0.010326,0.104786,0.807308,10,HG02394,CDX
0.001521,0.041807,0.031285,0.009906,1.00E-05,0.010198,0.098873,0.806399,10,HG02407,CDX
0.002546,0.050979,0.030149,0.007794,1.00E-05,0.008313,0.100602,0.799607,10,HG02409,CDX
0.001254,0.041993,0.022814,0.00568,1.00E-05,0.006816,0.096969,0.824463,10,NA18620,CHB
0.00534,0.052515,0.024026,0.005161,1.00E-05,0.00626,0.096509,0.810179,10,NA18626,CHB
0.187154,0.065501,0.017475,0.013948,0.004038,0.013229,0.670641,0.028015,10,NA20763,TSI
0.00304,0.047458,0.023543,0.001419,1.00E-05,0.011004,0.122686,0.79084,10,NA18642,CHB
0.186891,0.031537,0.025888,0.004205,0.010585,0.017589,0.695701,0.027604,10,NA20513,TSI
1.00E-05,0.046724,0.028714,0.005603,1.00E-05,0.006228,0.102333,0.810379,10,NA18647,CHB
0.003146,0.045029,0.025765,0.008815,1.00E-05,0.005979,0.099854,0.811401,10,NA18648,CHB
1.00E-05,0.043104,0.035242,0.009773,1.00E-05,0.008076,0.091269,0.812515,10,NA18939,JPT
0.081923,0.034791,0.003357,0.031406,0.00026,0.002603,0.834635,0.011025,10,HG00100,GBR
1.00E-05,0.034124,0.026104,0.013827,1.00E-05,0.015156,0.101696,0.809073,10,NA18940,JPT
0.162006,0.042011,1.00E-05,0.047588,0.008472,0.033713,0.679255,0.026945,10,HG02238,IBS
0.00185,0.044641,0.025374,0.007734,1.00E-05,0.012646,0.093212,0.814532,10,NA18942,JPT
1.70E-05,0.044184,0.025622,0.001555,1.00E-05,0.014097,0.109245,0.805271,10,NA18945,JPT
1.00E-05,0.041843,0.031847,0.012418,1.00E-05,0.011225,0.098158,0.804491,10,NA18949,JPT
0.074377,0.041336,1.00E-05,0.043379,0.015078,0.00593,0.807236,0.012654,10,HG00105,GBR
0.07361,0.049452,1.00E-05,0.038341,1.00E-05,0.002991,0.822711,0.012876,10,HG00112,GBR
0.001885,0.034974,0.030937,0.009873,1.00E-05,0.00759,0.104738,0.809993,10,NA18952,JPT
0.001639,0.035408,0.027856,0.011116,1.00E-05,0.010914,0.099837,0.813219,10,NA18956,JPT
0.076417,0.049342,1.00E-05,0.039299,0.007198,0.004898,0.811353,0.011483,10,HG00107,GBR
0.001606,0.037278,0.027599,0.005236,1.00E-05,0.011771,0.107217,0.809284,10,NA18957,JPT
0.001987,0.05041,0.027408,0.007119,1.00E-05,0.008302,0.094652,0.810111,10,NA18959,JPT
1.00E-05,0.049009,0.030693,1.00E-05,1.00E-05,0.012483,0.100189,0.807596,10,NA18960,JPT
0.073446,0.047749,0.002356,0.030496,0.007208,0.005035,0.819372,0.014338,10,HG00097,GBR
0.001923,0.038316,0.026645,0.006563,1.00E-05,0.010823,0.099066,0.816654,10,NA18967,JPT
0.060278,0.046685,1.00E-05,0.041205,0.015688,0.004463,0.818007,0.013664,10,HG00102,GBR
0.066791,0.052471,1.00E-05,0.031622,0.013156,0.003371,0.826157,0.006421,10,HG00099,GBR
0.000792,0.049343,0.029425,1.00E-05,1.00E-05,0.009631,0.101122,0.809667,10,NA18970,JPT
0.001635,0.049525,0.021195,0.010242,1.00E-05,0.010368,0.103653,0.803372,10,NA18972,JPT
0.001387,0.049074,0.019206,0.008773,1.00E-05,0.011145,0.10234,0.808064,10,NA18973,JPT
0.040994,0.069428,0.011454,0.066692,0.013521,0.003748,0.720384,0.073779,10,HG00324,FIN
0.001367,0.043511,0.023552,0.013889,0.000233,0.012187,0.095676,0.809584,10,NA18975,JPT
0.067994,0.045564,0.002912,0.035719,0.01675,0.002538,0.813618,0.014905,10,HG00113,GBR
0.075538,0.038282,0.001291,0.037992,0.015173,0.002918,0.819529,0.009278,10,HG00101,GBR
0.073023,0.069073,0.011079,0.068944,0.016134,0.003636,0.690162,0.067948,10,HG00329,FIN
0.001956,0.045301,0.023378,0.006367,1.00E-05,0.012159,0.107525,0.803304,10,NA18978,JPT
0.060147,0.080559,1.00E-05,0.069992,1.00E-05,0.005103,0.708288,0.075891,10,HG00320,FIN
0.002864,0.038717,0.021895,0.007431,0.004079,0.011657,0.097645,0.815712,10,NA18979,JPT
0.004999,0.038428,0.031823,0.007112,1.00E-05,0.00861,0.109349,0.799668,10,NA18982,JPT
1.40E-05,0.045173,0.023069,0.013524,1.00E-05,0.010823,0.098426,0.808961,10,NA18983,JPT
0.184305,0.049561,0.030647,0.01465,1.00E-05,0.019032,0.66622,0.035576,10,NA20821,TSI
0.066929,0.0401,0.003131,0.035866,0.01496,0.001272,0.822988,0.014754,10,HG00096,GBR
0.001777,0.040748,0.029902,0.009659,1.00E-05,0.009398,0.098165,0.810341,10,NA18985,JPT
0.000898,0.040264,0.020664,0.011919,1.00E-05,0.010333,0.102567,0.813344,10,NA18986,JPT
0.001949,0.037387,0.024211,0.008707,1.00E-05,0.01242,0.10193,0.813387,10,NA18988,JPT
1.00E-05,0.036454,0.027728,0.012045,1.00E-05,0.007808,0.104043,0.811902,10,NA18991,JPT
0.000904,0.046215,0.025843,0.00075,1.00E-05,0.00902,0.108882,0.808377,10,NA18992,JPT
0.17391,0.052099,0.001549,0.033298,0.006149,0.025337,0.672896,0.034762,10,HG02235,IBS
0.052395,0.088377,0.004137,0.070346,0.003839,0.005254,0.71304,0.062613,10,HG00337,FIN
0.001127,0.041687,0.023535,0.007413,1.00E-05,0.010544,0.100227,0.815457,10,NA19000,JPT
